표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7005860002,005860,한일사료,한일사료,HANIL FEED Co.Ltd,1994/11/07,KOSDAQ,주권,중견기업부,보통주,500,"39,403,685"
KR7123840001,123840,한일진공,한일진공,"HANIL VACUUM CO., LTD.",2010/10/05,KOSDAQ,주권,중견기업부,보통주,100,"101,396,624"
KR7007770001,007770,한일화학공업,한일화학,"HANIL CHEMICAL IND. CO., LTD",1992/09/07,KOSDAQ,주권,우량기업부,보통주,500,"3,510,000"
KR7198940009,198940,한주라이트메탈,한주라이트메탈,"HANJOO LIGHT METAL CO., LTD.",2023/01/19,KOSDAQ,주권,중견기업부,보통주,500,"19,435,815"
KR7079170007,079170,한창산업,한창산업,"Hanchang Industry Co., Ltd.",2005/02/01,KOSDAQ,주권,벤처기업부,보통주,500,"5,200,000"
KR7054920004,054920,한컴위드,한컴위드,Hancom WITH,2001/11/01,KOSDAQ,주권,중견기업부,보통주,500,"28,217,081"
KR7002680007,002680,한탑,한탑,Hantop Inc.,1995/07/07,KOSDAQ,주권,중견기업부,보통주,500,"29,994,817"
KR7386580005,386580,한화플러스제2호기업인수목적,한화플러스제2호스팩,Hanwha Plus No 2 Special Purpose Acquisition Company,2021/08/05,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,160,000"
KR7430460006,430460,한화플러스제3호기업인수목적,한화플러스제3호스팩,Hanwha Plus No 3 Special Purpose Acquisition Company,2022/09/29,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,920,000"
KR7455310003,455310,한화플러스제4호기업인수목적,한화플러스제4호스팩,Hanwha Plus No 4 Special Purpose Acquisition Company,2023/09/07,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,060,000"
KR7034810002,034810,해성산업,해성산업,"Haesung Industrial Co., Ltd.",1999/04/16,KOSDAQ,주권,우량기업부,보통주,500,"32,556,857"
KR703481K019,03481K,해성산업1우선주,해성산업1우,"Haesung Industrial Co., Ltd.(1P)",2021/12/02,KOSDAQ,주권,우량기업부,종류주권,500,"1,388,922"
KR7076610005,076610,해성옵틱스,해성옵틱스,"Haesung Optics Co.,Ltd",2013/11/06,KOSDAQ,주권,중견기업부,보통주,500,"25,453,198"
KR7059270009,059270,해성티피씨,해성티피씨,"Haisung TPC Co., Ltd.",2021/04/21,KOSDAQ,주권,기술성장기업부,보통주,500,"10,020,848"
KR7220180004,220180,핸디소프트,핸디소프트,"HANDYSOFT, Inc.",2016/11/24,KOSDAQ,주권,벤처기업부,보통주,500,"19,408,000"
HK0000214814,900270,헝셩그룹유한회사,헝셩그룹,HENG SHENG GROUP COMPANY LIMITED,2016/08/18,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"125,535,084"
KR7214180002,214180,헥토이노베이션,헥토이노베이션,Hecto Innovation,2015/06/30,KOSDAQ,주권,우량기업부,보통주,500,"13,257,185"
KR7234340008,234340,헥토파이낸셜,헥토파이낸셜,Hecto Financial,2019/07/12,KOSDAQ,주권,우량기업부,보통주,500,"9,453,000"
KR7084990001,084990,헬릭스미스,헬릭스미스,"Helixmith Co., Ltd",2005/12/29,KOSDAQ,주권,기술성장기업부,보통주,500,"49,063,934"
KR7170030001,170030,현대공업,현대공업,"HYUNDAI INDUSTRIAL CO.,LTD",2013/12/04,KOSDAQ,주권,우량기업부,보통주,500,"15,340,000"
KR7319400008,319400,현대무벡스,현대무벡스,HYUNDAI MOVEX,2019/05/08,KOSDAQ,주권,우량기업부,보통주,100,"117,548,864"
KR7052260007,052260,현대바이오랜드,현대바이오랜드,"HYUNDAI BIOLAND Co.,Ltd.",2001/05/17,KOSDAQ,주권,중견기업부,보통주,500,"15,000,000"
KR7048410005,048410,현대바이오사이언스,현대바이오,"HYUNDAI BIOSCIENCE CO., LTD.",2002/08/08,KOSDAQ,주권,중견기업부,보통주,500,"39,810,008"
KR7041440009,041440,현대에버다임,현대에버다임,HYUNDAI EVERDIGM,2003/11/14,KOSDAQ,주권,중견기업부,보통주,500,"17,915,944"
KR7039010004,039010,현대에이치티,현대에이치티,HYUNDAI HT,2000/07/20,KOSDAQ,주권,우량기업부,보통주,500,"8,625,000"
KR7090850009,090850,현대이지웰,현대이지웰,HYUNDAI EZWEL,2013/12/27,KOSDAQ,주권,우량기업부,보통주,500,"23,746,361"
KR7092300003,092300,현우산업,현우산업,"HYUNWOO INDUSTRIAL CO.,LTD",2007/10/24,KOSDAQ,주권,중견기업부,보통주,500,"18,672,816"
KR7138360003,138360,협진,협진,Hyupjin,2013/11/08,KOSDAQ,주권,중견기업부,보통주,500,"34,611,984"
KR7011080009,011080,형지아이앤씨,형지I&C,HYUNGJI Innovation and Creative Company Limited,2004/07/02,KOSDAQ,주권,중견기업부,보통주,500,"25,503,363"
KR7060560000,060560,홈센타홀딩스,홈센타홀딩스,"Home Center Holdings Co.,Ltd",2002/07/11,KOSDAQ,주권,우량기업부,보통주,500,"127,669,525"
KR7064240005,064240,홈캐스트,홈캐스트,"homecast CO., LTD.",2003/06/11,KOSDAQ,주권,중견기업부,보통주,500,"35,038,012"
KR7039610001,039610,화성밸브,화성밸브,"HS VALVE CO., LTD",2000/03/16,KOSDAQ,주권,중견기업부,보통주,500,"10,410,400"
KR7126640002,126640,화신정공,화신정공,"HWASHIN PRECISION CO., LTD.",2010/08/31,KOSDAQ,주권,우량기업부,보통주,100,"36,373,887"
KR7127980001,127980,화인써키트,화인써키트,"Finecircuit CO.,LTD.",2023/02/17,KOSDAQ,주권,중견기업부,보통주,100,"11,840,684"
KR7061250007,061250,화일약품,화일약품,"HWAIL PHARM. CO., LTD",2002/04/18,KOSDAQ,주권,중견기업부,보통주,500,"66,532,826"
KR7097870000,097870,효성오앤비,효성오앤비,"Hyosung ONB Co., Ltd",2008/04/08,KOSDAQ,주권,중견기업부,보통주,500,"8,490,000"
KR7290270008,290270,휴네시온,휴네시온,"Hunesion co.,ltd",2018/08/02,KOSDAQ,주권,벤처기업부,보통주,500,"9,607,672"
KR7353190002,353190,휴럼,휴럼,"Hurum Co., Ltd.",2020/06/17,KOSDAQ,주권,중견기업부,보통주,100,"39,378,420"
KR7192410009,192410,휴림네트웍스,휴림네트웍스,Hyulim Networks,2014/08/14,KOSDAQ,주권,중견기업부,보통주,200,"108,796,360"
KR7090710005,090710,휴림로봇,휴림로봇,"Hyulim ROBOT Co.,Ltd.",2006/12/05,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,200,"176,985,736"
KR7078590007,078590,휴림에이텍,휴림에이텍,HYULIM A-TECH,2005/10/27,KOSDAQ,주권,중견기업부,보통주,200,"135,525,849"
KR7205470008,205470,휴마시스,휴마시스,"HUMASIS CO., LTD.",2014/12/01,KOSDAQ,주권,우량기업부,보통주,100,"129,375,009"
KR7115160004,115160,휴맥스,휴맥스,"HUMAX CO., LTD.",2009/11/16,KOSDAQ,주권,중견기업부,보통주,500,"43,970,124"
KR7028080000,028080,휴맥스홀딩스,휴맥스홀딩스,"Humax Holdings Co., Ltd",1997/04/16,KOSDAQ,주권,중견기업부,보통주,500,"12,577,506"
KR7200670008,200670,휴메딕스,휴메딕스,"Humedix Co., Ltd.",2014/12/26,KOSDAQ,주권,우량기업부,보통주,500,"11,229,930"
KR7065510000,065510,휴비츠,휴비츠,"Huvitz Co., Ltd.",2003/10/31,KOSDAQ,주권,우량기업부,보통주,500,"12,136,371"
KR7215090002,215090,휴센텍,휴센텍,Hucentech,2015/04/28,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,100,"80,294,434"
KR7263920001,263920,휴엠앤씨,휴엠앤씨,HuM&C,2017/09/28,KOSDAQ,주권,중견기업부,보통주,500,"49,045,134"
KR7243070000,243070,휴온스,휴온스,"Huons Co., Ltd.",2016/06/03,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"11,979,665"
